target_start_ns,target_duration_ns,target_stream,target_family,target_name,offset,context_start_ns,context_duration_ns,context_stream,context_family,context_name
45031544295,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",1,45031546151,89824,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn
45031544295,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",2,45031636583,2720,7,GEMM / cuBLAS / CUTLASS,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params)
45031641863,1856,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-2,45031636583,2720,7,GEMM / cuBLAS / CUTLASS,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params)
45031641863,1856,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-1,45031639911,1408,7,GEMM / cuBLAS / CUTLASS,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __n..."
45031641863,1856,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",1,45031644295,1664,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten..."
45031641863,1856,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",2,45031646503,960,7,fill,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int,..."
45031644295,1664,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-2,45031639911,1408,7,GEMM / cuBLAS / CUTLASS,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __n..."
45031644295,1664,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-1,45031641863,1856,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten..."
45031644295,1664,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",1,45031646503,960,7,fill,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int,..."
45031644295,1664,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",2,45031648071,4032,7,other,_causal_conv1d_fwd_kernel
45031788742,1408,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45031648071,4032,7,other,_causal_conv1d_fwd_kernel
45031788742,1408,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45031786150,2016,7,other,_fused_post_conv_kernel
45031788742,1408,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45031790694,5280,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::nati..."
45031788742,1408,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45031796550,1120,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (inst..."
45032074918,1216,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032005478,5792,7,Qwen hybrid / state-space,chunk_gated_delta_rule_fwd_kernel_h_blockdim64
45032074918,1216,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45032044422,5440,7,Qwen hybrid / state-space,chunk_fwd_kernel_o
45032074918,1216,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45032083686,4160,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::..."
45032074918,1216,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45032097126,1152,7,copy / cast,[CUDA memcpy Device-to-Device]
45032097126,1152,7,copy / cast,[CUDA memcpy Device-to-Device],-2,45032074918,1216,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...
45032097126,1152,7,copy / cast,[CUDA memcpy Device-to-Device],-1,45032083686,4160,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::..."
45032097126,1152,7,copy / cast,[CUDA memcpy Device-to-Device],1,45032116997,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten..."
45032097126,1152,7,copy / cast,[CUDA memcpy Device-to-Device],2,45032173477,1888,7,norm / reduce,layer_norm_fwd_kernel
45032116997,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-2,45032083686,4160,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::..."
45032116997,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-1,45032097126,1152,7,copy / cast,[CUDA memcpy Device-to-Device]
45032116997,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",1,45032173477,1888,7,norm / reduce,layer_norm_fwd_kernel
45032116997,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",2,45032214373,22208,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
45032237157,1120,7,copy / cast,[CUDA memcpy Device-to-Device],-2,45032173477,1888,7,norm / reduce,layer_norm_fwd_kernel
45032237157,1120,7,copy / cast,[CUDA memcpy Device-to-Device],-1,45032214373,22208,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
45032237157,1120,7,copy / cast,[CUDA memcpy Device-to-Device],1,45032243717,2880,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...
45032237157,1120,7,copy / cast,[CUDA memcpy Device-to-Device],2,45032253765,1024,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(in..."
45032243717,2880,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032214373,22208,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
45032243717,2880,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45032237157,1120,7,copy / cast,[CUDA memcpy Device-to-Device]
45032243717,2880,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45032253765,1024,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(in..."
45032243717,2880,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45032261253,1600,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(..."
45032274725,2208,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032253765,1024,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(in..."
45032274725,2208,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45032261253,1600,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(..."
45032274725,2208,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45032282853,1344,7,norm / reduce,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::Tensor..."
45032274725,2208,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45032293573,4448,7,norm / reduce,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned in..."
45032328741,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",-2,45032315205,1920,7,other,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, flo..."
45032328741,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",-1,45032322181,1952,7,other,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, flo..."
45032328741,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",1,45032355109,154751,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn
45032328741,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",2,45032510436,3040,7,activation / SwiGLU,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>..."
45032578628,2528,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032510436,3040,7,activation / SwiGLU,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>..."
45032578628,2528,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45032514116,63904,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
45032578628,2528,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45032581796,992,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(in..."
45032578628,2528,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45032583332,1568,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(..."
45032585572,2016,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032581796,992,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(in..."
45032585572,2016,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45032583332,1568,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(..."
45032585572,2016,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45032588132,1280,7,norm / reduce,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::Tensor..."
45032585572,2016,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45032589988,4288,7,norm / reduce,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned in..."
45032603396,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",-2,45032598404,1984,7,other,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, flo..."
45032603396,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",-1,45032600964,1888,7,other,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, flo..."
45032603396,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",1,45032605220,89792,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn
45032603396,1280,7,copy / cast,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (i...",2,45032695620,3168,7,GEMM / cuBLAS / CUTLASS,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params)
45032701668,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-2,45032695620,3168,7,GEMM / cuBLAS / CUTLASS,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params)
45032701668,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-1,45032699332,1696,7,GEMM / cuBLAS / CUTLASS,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __n..."
45032701668,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",1,45032704260,1728,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten..."
45032701668,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",2,45032706564,928,7,fill,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int,..."
45032704260,1728,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-2,45032699332,1696,7,GEMM / cuBLAS / CUTLASS,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __n..."
45032704260,1728,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-1,45032701668,1984,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten..."
45032704260,1728,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",1,45032706564,928,7,fill,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int,..."
45032704260,1728,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",2,45032708100,4000,7,other,_causal_conv1d_fwd_kernel
45032724004,1376,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032708100,4000,7,other,_causal_conv1d_fwd_kernel
45032724004,1376,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45032712772,2048,7,other,_fused_post_conv_kernel
45032724004,1376,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45032734948,5536,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::nati..."
45032724004,1376,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45032744100,1120,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (inst..."
45033064291,1248,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-2,45032999651,5888,7,Qwen hybrid / state-space,chunk_gated_delta_rule_fwd_kernel_h_blockdim64
45033064291,1248,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,-1,45033035395,5408,7,Qwen hybrid / state-space,chunk_fwd_kernel_o
45033064291,1248,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,1,45033071875,4224,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::..."
45033064291,1248,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...,2,45033084867,1152,7,copy / cast,[CUDA memcpy Device-to-Device]
45033084867,1152,7,copy / cast,[CUDA memcpy Device-to-Device],-2,45033064291,1248,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...
45033084867,1152,7,copy / cast,[CUDA memcpy Device-to-Device],-1,45033071875,4224,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::..."
45033084867,1152,7,copy / cast,[CUDA memcpy Device-to-Device],1,45033103267,1952,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten..."
45033084867,1152,7,copy / cast,[CUDA memcpy Device-to-Device],2,45033156675,1856,7,norm / reduce,layer_norm_fwd_kernel
45033103267,1952,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-2,45033071875,4224,7,other,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::..."
45033103267,1952,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",-1,45033084867,1152,7,copy / cast,[CUDA memcpy Device-to-Device]
45033103267,1952,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",1,45033156675,1856,7,norm / reduce,layer_norm_fwd_kernel
45033103267,1952,7,copy / cast,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::Ten...",2,45033194627,22240,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
45033217507,1120,7,copy / cast,[CUDA memcpy Device-to-Device],-2,45033156675,1856,7,norm / reduce,layer_norm_fwd_kernel
45033217507,1120,7,copy / cast,[CUDA memcpy Device-to-Device],-1,45033194627,22240,7,GEMM / cuBLAS / CUTLASS,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
45033217507,1120,7,copy / cast,[CUDA memcpy Device-to-Device],1,45033224899,2784,7,copy / cast,void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::oper...
45033217507,1120,7,copy / cast,[CUDA memcpy Device-to-Device],2,45033234211,1024,7,elementwise,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(in..."
